fpl_code,fpl_web_player,fpl_full_player,tff_id,fanteam_id,sky_id,sdt_id,fbref_code,fbref_player,spreadex_player,fpl_first_name,fpl_second_name,fpl_web_name,fpl_id,fpl_pos,fpl_now_cost,fpl_team_code,tff_squad_id,tff_first_name,tff_last_name,tff_cost,tff_status,tff_position,tff_locked,tff_nationality,fotmob_team,spreadex_team,fbref_team,short_team,review_short_team,FW,LW,RW,AM,DM,CB,RB,GK,LB,CM,WB,LM,RM,pos_sum,pos_g,pos_npxg,pos_a,pos_sot,pos_pass,pos_tackle,pos_og,pos_yc,pos_rc,pos_p_start_given_mins,pos_p_60_given_start,pos_p_90_given_start,fin_skill,past_g_weight,past_xg_weight,past_npxg_weight,past_a_weight,past_sot_weight,past_pass_weight,past_tackle_weight,past_yc_weight,noise_factor,sv_per_sot,bl_crosses_stopped,bl_defensive_actions_outside_pa,games_in_min_sample,apps_in_min_sample,sample_xmins,sample_p_start,sample_p_60_given_start,sample_p_90_given_start,bl_g,bl_npxg,bl_a,bl_pass,bl_tackle,bl_sot,bl_yc,bl_rc,bl_og,bl_sv_per_sot,bl_xmin,bl_p_start,bl_p_60_given_start,bl_p_90_given_start,pos_bl_p_60_given_start,pos_bl_p_90_given_start,on_pens_init,on_pens,spreadex_ssn_goals,spreadex_ssn_assists,spreadex_gp90,spreadex_ap90,pos_cross,pos_open_cross,pos_key_pass,pos_successful_dribbles,pos_fouls_drawn,pos_clearances,pos_blocks,pos_recoveries,pos_interceptions,pos_net_tack,pos_elts,pos_tackled,pos_offsides,pos_fouls_committed,bl_cross,bl_open_cross,bl_key_pass,bl_successful_dribbles,bl_fouls_drawn,bl_clearances,bl_blocks,bl_recoveries,bl_interceptions,bl_net_tack,bl_elts,bl_tackled,bl_offsides,bl_fouls_committed,bl_pass_comp%,past_cross_weight,past_open_cross_weight,past_key_pass_weight,past_successful_dribbles_weight,past_fouls_drawn_weight,past_clearances_weight,past_blocks_weight,past_recoveries_weight,past_interceptions_weight,past_net_tack_weight,past_elts_weight,past_tackled_weight,past_offsides_weight,past_fouls_committed_weight,bl_winning_goal,bl_bcc,bl_g_outside_box,bl_bcm,bl_eltg,bl_eltfkg,bl_eltpen,bl_s_off_t,bl_fpl_a,bl_p_25_pass,bl_p7079_pass_comp,bl_p8089_pass_comp,bl_p90100_pass_comp,sdt_ppm,cup_min_ratio
223094.0,Haaland,Erling Haaland,223094.0,1677501.0,1280.0,223094.0,1f44ac21,Erling Haaland,Erling Haaland,Erling,Haaland,Haaland,351.0,4.0,14.9,43.0,43.0,Erling,Haaland,8.5,playing,4.0,True,Norway,Man City,Man City,Manchester City,MCI,MCI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.5750999999999998,0.5495399999999998,0.2144199999999999,1.4966799999999993,24.95600999999999,0.3334099999999998,0.0007299999999999996,0.10574999999999994,0.002279999999999999,0.6599999999999997,0.9109999999999996,0.47099999999999975,1.07,1.0,1.0,1.0,0.6927491151909329,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,36,31,72,0.81,0.81,0.61,0.8741959342423665,0.7188092843386603,0.17369380154248143,7.682783726742305,0.03445688074029509,1.594990298727794,0.08314333215879018,0.0011603734340765407,0.0003715230731911731,0.0,81,0.7938000000000001,0.9,0.54,0.911,0.471,0.95,0.95,27.5,5.75,0.8529776674937966,0.1783498759305211,1.0167199999999998,0.83354,1.52792,3.3733599999999995,1.9742499999999998,0.54901,0.49742000000000003,1.93116,0.15477000000000002,0.08932000000000001,0.0030800000000000003,3.63858,0.8818199999999999,0.8893500000000001,0.25341673015742144,0.13657061311334517,0.9957665013919389,0.6820242791425989,1.0274705380585807,0.6828362835646848,0.2401658539035313,1.210915391798391,0.1156485241829256,0.26462381491719195,0.0003140143654203539,1.6240218285901067,0.36234614480571525,0.7386031718055232,71.07349397590359,0.8980472839544306,0.8980472839544306,0.8980472839544306,0.8980472839544306,0.8980472839544306,1.0,1.0,1.0,1.0,1.0,0.8980472839544306,0.8980472839544306,0.7607931437975841,0.8980472839544306,0.26001298027270997,0.2923650757336051,0.07188092843386604,0.6930927891015517,6.280287308407078e-05,3.140143654203539e-05,3.140143654203539e-05,1.4906451389979383,0.3380050691713851,0.0,0.0,0.0,0.0,1.2895319315215175,0.7
118748.0,M.Salah,Mohamed Salah,118748.0,45106.0,351.0,118748.0,e342ad68,Mohamed Salah,Mohamed Salah,Mohamed,Salah,M.Salah,328.0,3.0,13.3,14.0,14.0,Mohamed,Salah,7.2,playing,4.0,True,Egypt,Liverpool,Liverpool,Liverpool,LIV,LIV,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.3680517466519971,0.3172972329135919,0.25943041942503536,1.114778507762691,32.831150523942405,0.8504177648658979,1.6196543350397424e-07,0.1101140402310744,0.0039597837807090926,0.6560003776857196,0.8880047300992291,0.37801860884109945,0.97,1.0,1.0,1.0,0.8170245026038083,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,36,30,66,0.75,0.69,0.58,0.6003413634102948,0.5105890344436028,0.30473766446376305,22.0473835328409,0.40052498469900744,1.4630692247657742,0.0,0.0,0.0,0.0,81,0.735,0.87,0.48,0.888,0.378,0.93,0.95,18.75,9.75,0.5815756823821341,0.3024193548387097,4.627619999999999,3.0033,2.54082,4.73058,1.89543,0.6552,1.0185,4.50975,0.5596500000000001,0.25725,0.00945,4.90524,0.47094,0.9450000000000001,2.0032733499687048,1.0420628025591558,2.1360779206489173,1.6901322386432927,1.2971341268537877,0.19819088758584932,0.31127694140908824,2.9940162475890513,0.20431291680754962,0.5453853954342281,0.0010904495589879673,3.910398543593407,0.5302950020397404,0.5932008210141182,74.61752577319587,0.8846085122764056,0.8846085122764056,0.8846085122764056,0.8846085122764056,0.8846085122764056,1.0,1.0,1.0,1.0,1.0,0.8846085122764056,0.8846085122764056,0.8093357699310386,0.8846085122764056,0.17512060902308837,0.6102038962781701,0.05105890344436029,0.5498856025191782,0.00021808991179759346,0.00010904495589879673,0.00010904495589879673,1.508318788418324,0.4327981538895594,0.41,0.21,0.09,0.01,4.85325647424933,0.7
517052.0,N.Jackson,Nicolas Jackson,517052.0,3590554.0,2038.0,517052.0,9c36ed83,Nicolas Jackson,Nicolas Jackson,Nicolas,Jackson,N.Jackson,180.0,4.0,8.2,8.0,8.0,Nicolas,Jackson,4.0,playing,4.0,True,Senegal,Chelsea,Chelsea,Chelsea,CHE,CHE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.5100953406431831,0.4873974611638042,0.19030995995150657,1.2328274697448791,20.11451649709738,0.4160537384319939,0.0009394871460190441,0.17905971739321389,0.0036908676267269265,0.6599755833714324,0.9109735403694081,0.4708683675718542,0.99,1.0,1.0,1.0,0.46246545106225,1.0,1.0,1.0,0.8477966927092173,1.0,0.0,0.0,0.0,36,30,68,0.81,0.81,0.33,0.5654771795299889,0.571189070232312,0.17432085674662906,12.401536552212868,0.4725253950186196,1.1354014152474845,0.28813433963258545,0.006509670317126005,0.0016569956460847294,0.0,53,0.7938000000000001,0.9,0.4,0.911,0.471,0.0,0.0,,,,,0.90216,0.7396199999999999,1.35576,2.7167999999999997,1.5899999999999999,0.68448,0.62016,2.40768,0.19296,0.11136,0.00384,2.9304,0.78246,1.1088,0.43320393431400983,0.22393586857333395,1.2303643314228365,1.4246338927834958,1.3058581253436108,0.6699510655146607,0.5753147414066795,2.50783602776737,0.1423118176904775,0.7076926902608732,0.001016482569431875,2.780840340134618,0.8378906086309376,1.0279713468978071,74.67105263157893,0.7352909975437826,0.7352909975437826,0.7352909975437826,0.7352909975437826,0.7352909975437826,0.9882376101408219,0.9882376101408219,0.9882376101408219,0.9882376101408219,0.9882376101408219,0.7352909975437826,0.7352909975437826,0.5444273533883452,0.7352909975437826,0.16964315385899667,0.3511712970423664,0.057118907023231205,0.5769586568003152,0.000203296513886375,0.0001016482569431875,0.0001016482569431875,1.1468701164116004,0.31467583329996374,0.01,0.01,0.0,0.0,2.082172870004987,0.7
219168.0,Isak,Alexander Isak,219168.0,2200000.0,1435.0,219168.0,8e92be30,Alexander Isak,Alexander Isak,Alexander,Isak,Isak,401.0,4.0,8.6,4.0,4.0,Alexander,Isak,5.1,playing,4.0,True,Sweden,Newcastle,Newcastle,Newcastle Utd,NEW,NEW,0.89,0.09,0.0,0.01,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.451127026953795,0.42811787184083505,0.17962441203655372,1.0855378794558326,17.379195690669004,0.4597029161997149,0.0008420859567467905,0.1321821778870506,0.0026922421694949373,0.6588481357777788,0.9083942732674365,0.45954514691322607,1.0,1.0,1.0,1.0,0.5386137255992333,1.0,1.0,1.0,0.8393242751754012,1.0,0.0,0.0,0.0,36,31,69,0.78,0.75,0.58,0.5589462046318605,0.5147062046318605,0.12077938820580968,17.75844402141589,0.10714985887614159,1.181852370066113,0.02123846724089591,0.00035000383095259145,0.00010947503690132255,0.0,82,0.7644,0.9,0.52,0.911,0.471,0.2,0.4,17.25,3.625,0.5310960591133006,0.11160714285714288,1.044522,0.8100743999999998,1.3106608,2.3434908999999995,1.2872093999999998,0.6711623999999999,0.6508020999999999,2.5919176,0.22288660000000005,0.1282437,0.0042874,2.4823755000000003,0.6839128,1.0954986000000002,0.6816467942842932,0.37605099817865345,1.2870400024675739,1.52492882606477,0.7355646789115309,0.512644116725003,0.796945690428257,1.9055143140499071,0.17868507859732746,0.324080890328327,0.02402555064778937,3.130342739953653,0.6395950060648217,0.8712392503638167,74.34807692307692,0.7658533051598564,0.7658533051598564,0.7658533051598564,0.7658533051598564,0.7658533051598564,0.9692227143912531,0.9692227143912531,0.9692227143912531,0.9692227143912531,0.9692227143912531,0.7658533051598564,0.7658533051598564,0.6094634607287451,0.7658533051598564,0.16593186138955812,0.3519548476683459,0.05147062046318605,0.5243062046318605,0.0048051101295578744,0.0024025550647789372,0.0024025550647789372,1.181852370066113,0.2384319227104124,0.19,0.1,0.02,0.0,2.58879721206161,0.7
178301.0,Watkins,Ollie Watkins,178301.0,183114.0,645.0,178301.0,aed3a70f,Ollie Watkins,Ollie Watkins,Ollie,Watkins,Watkins,58.0,4.0,9.0,7.0,7.0,Ollie,Watkins,5.7,playing,4.0,True,England,Aston Villa,Aston Villa,Aston Villa,AVL,AVL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.4373999994801457,0.4179599994219809,0.16308000012528281,1.0750799990887694,16.414020034536467,0.3507300009853793,0.0009999999972736412,0.14945999994332657,0.0030300000027538,0.6599999999614709,0.9109999999218841,0.4709999996513447,0.98,1.0,1.0,1.0,0.8878417032755747,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,37,36,79,0.92,0.92,0.57,0.5243246446125621,0.49552514756383886,0.1916361443274259,10.090370057923868,0.15557077739369624,1.2224929160458369,0.05423756923436952,0.001005954530575075,0.0003319981937023846,0.0,84,0.9016000000000001,0.92,0.53,0.911,0.471,0.17,0.35,16.75,6.5,0.5081917475728155,0.19720873786407767,0.77328,0.63396,1.1620800000000002,2.21872,1.2985,0.57753,0.5232600000000001,2.03148,0.16281,0.09396000000000002,0.0032400000000000003,2.39316,0.67068,0.9355500000000001,0.3359111724580343,0.19910475101991676,1.1359960547087826,0.948395306402258,1.3567845342888447,0.3460715949872538,0.558835640309807,1.4062394099211535,0.12983370417850912,0.3917671571262663,9.464931995751309e-05,2.3468891065185735,0.455086791953013,0.8652485790947586,71.133,0.9707872469266935,0.9707872469266935,0.9707872469266935,0.9707872469266935,0.9707872469266935,1.0,1.0,1.0,1.0,1.0,0.9707872469266935,0.9707872469266935,0.8848072793686564,0.9707872469266935,0.1555627933837686,0.33190804975905214,0.04955251475638389,0.5142093342488152,1.8929863991502618e-05,9.464931995751309e-06,9.464931995751309e-06,1.2474417510671805,0.3178768645259706,0.0,0.0,0.0,0.0,2.0589396416180823,0.7
209244.0,Foden,Phil Foden,209244.0,55898.0,383.0,209244.0,ed1e53f3,Phil Foden,Phil Foden,Phil,Foden,Foden,348.0,3.0,9.1,43.0,43.0,Phil,Foden,5.4,playing,3.0,True,England,Man City,Man City,Manchester City,MCI,MCI,0.0,0.08,0.09,0.3,0.0,0.0,0.0,0,0.0,0.39,0.0,0.09,0.06,1.0,0.2427463702824529,0.20895749845478678,0.2022469925943624,0.766979684157555,54.19309089838985,0.8059486348239225,0.0007150551338042149,0.1325481349275055,0.0034024011787815553,0.686949069263078,0.8980692347234165,0.4640527641257827,1.15,0.9233099819550731,0.9077372969962896,0.9077372969962896,0.625153924916507,0.9233099819550731,0.9673534528372207,0.9241602475938473,0.7759242049890132,1.076690018044927,0.0,0.0,0.0,36,27,57,0.64,0.64,0.36,0.5225686413828768,0.45440751424597986,0.3402040517357562,45.35488699329079,0.2615928589909918,1.1008144607440153,0.029700828711104348,0.0006185710518413121,0.0001300000743593092,0.0,48,0.6272,0.9,0.52,0.92,0.652,0.0,0.0,15.25,9.0,0.6270559210526316,0.37006578947368424,3.3498651999999995,1.9332732000000001,2.125882,3.8150109,2.0457104,0.7337638000000001,0.8561476,4.1773424,0.6184794,0.24969560000000002,0.0150766,3.5516235999999997,0.24287680000000003,0.8892036999999999,3.4187296338601123,0.9559370434282702,2.281353305712935,1.7645894607161061,2.0139848228694293,0.5379615700396418,0.8386242713156725,3.4986263257373293,0.39298687111923497,0.534361337041556,0.017878966879257312,3.4452156325258105,0.23915866040972653,0.5492482225102555,82.2706896551724,0.7009812576958508,0.7009812576958508,0.7009812576958508,0.7009812576958508,0.7009812576958508,0.783597311542993,0.783597311542993,0.783597311542993,0.783597311542993,0.783597311542993,0.7009812576958508,0.7009812576958508,0.6281904901868096,0.7009812576958508,0.15677059241486305,0.6553893393621728,0.04544075142459799,0.39513696890954775,0.0035757933758514627,0.0017878966879257313,0.0017878966879257313,0.9572299658643613,0.4713652510423408,0.88,0.26,0.23,0.15,8.848797341633466,0.7
244851.0,Palmer,Cole Palmer,244851.0,242906.0,397.0,244851.0,dc7f8a28,Cole Palmer,Cole Palmer,Cole,Palmer,Palmer,182.0,3.0,11.1,8.0,8.0,Cole,Palmer,5.8,playing,3.0,True,England,Chelsea,Chelsea,Chelsea,CHE,CHE,0.06,0.0,0.02,0.89,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.03,1.0,0.31033918602157406,0.2773732870864077,0.2458243856001601,0.8953448288229277,37.27025040709226,0.7444679162785677,0.0009428185591492334,0.18115265262823618,0.0037533482151652906,0.6138691750452713,0.8839748382812663,0.3082766133563503,1.03,1.0,1.0,1.0,0.466719129689237,1.0,1.0,1.0,0.8982609657049023,1.0,0.0,0.0,0.0,36,34,82,0.94,0.94,0.53,0.5136202211934964,0.39665070018786047,0.3278333967296361,32.27712746059243,0.4062455332370333,1.2956143895612737,0.21655483036879886,0.004975333963978359,0.001249774049807352,0.0,80,0.9211999999999999,0.93,0.43,0.882,0.292,0.95,0.95,16.75,10.75,0.5234375,0.3359375,3.5164332000000003,1.8487728,2.2833846,3.60522,1.696704,0.5686367999999999,0.879264,4.2005376,0.4440384,0.218928,0.0205152,3.568884,0.33267779999999997,1.0013759999999998,3.648693557732198,0.8315140245317032,2.5329899480617524,1.8157240956629013,1.6364088738185552,0.3924615504292572,0.6449195572700962,3.3698213234020384,0.48761329210725274,0.6831068127284629,0.033414737203844226,3.4061171956865675,0.3051485576171802,0.7207933177380862,78.04000000000002,0.8060436313077876,0.8060436313077876,0.8060436313077876,0.8060436313077876,0.8060436313077876,1.0,1.0,1.0,1.0,1.0,0.8060436313077876,0.8060436313077876,0.5705956179274926,0.8060436313077876,0.15074586635804887,0.7152058361978471,0.03966507001878605,0.4072336895027771,0.006682947440768846,0.003341473720384423,0.003341473720384423,1.2578780481177414,0.4398917142435793,0.74,0.34,0.25,0.04,8.193716676372985,0.7
447203.0,Darwin,Darwin Núñez Ribeiro,447203.0,1677500.0,1275.0,447203.0,4d77b365,Darwin Núñez,Darwin Nunez,Darwin,Núñez Ribeiro,Darwin,316.0,4.0,7.1,14.0,14.0,Darwin,Núñez,6.1,playing,4.0,True,Uruguay,Liverpool,Liverpool,Liverpool,LIV,LIV,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.5709397423650833,0.5455459601607188,0.21293526737466836,1.4964725718509382,20.607912582646144,0.45486496003143106,0.0007296035851384495,0.12830011678016406,0.0029705376037163487,0.6599978278637723,0.9109875102166909,0.4709494978327065,0.9,0.7544734399731218,0.7544734399731218,0.7544734399731218,0.42241992515660515,0.7551611945822229,0.937323807941594,0.8210606800467389,0.6926222411513928,1.2455265600268781,0.0,0.0,0.0,36,32,50,0.53,0.53,0.19,0.508140038087874,0.5621422645420822,0.22166298024865355,12.547280424636613,0.9769752441645674,1.4344641009056973,0.2428421979822038,0.004415650728304829,0.0010845426087385227,0.0,43,0.5194,0.88,0.32,0.911,0.471,0.02,0.02,12.25,5.25,0.5298442906574394,0.22707612456747406,1.0095599999999998,0.8276699999999999,1.51716,2.7847199999999996,1.62975,0.74865,0.6783,2.6334,0.21105000000000002,0.1218,0.004200000000000001,3.00366,0.87561,1.21275,0.8231910583657329,0.4486663160866506,1.3511549647788654,1.1741792362723857,1.2323659058903305,0.7387479219964074,0.5626934378941013,2.72118558930522,0.17753775408480532,0.9720592368520447,0.00174137243679985,2.3405310802667736,1.0761549567331774,1.3864182703636743,67.44400000000002,0.5853875150476548,0.5853875150476548,0.5853875150476548,0.5853875150476548,0.5853875150476548,0.6752598870980868,0.6752598870980868,0.6752598870980868,0.6752598870980868,0.6752598870980868,0.5853875150476548,0.5853875150476548,0.489166538671489,0.5853875150476548,0.15229681142636217,0.39320448625687976,0.05621422645420822,0.6251358494912024,0.00034827448735997,0.000174137243679985,0.000174137243679985,1.5938490010063302,0.35873875127487664,0.01,0.0,0.0,0.0,1.5629118428899924,0.7
231747.0,Mateta,Jean-Philippe Mateta,231747.0,201968.0,802.0,231747.0,50e6dc35,Jean-Philippe Mateta,Jean-Philippe Mateta,Jean-Philippe,Mateta,Mateta,207.0,4.0,7.2,31.0,31.0,Jean-Philippe,Mateta,4.1,playing,4.0,True,France,Crystal Palace,Crystal Palace,Crystal Palace,CRY,CRY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.34829970233069313,0.3328197040701015,0.12985992761766754,0.9380592544199144,13.23173724717291,0.4979511666881064,0.000980001031064792,0.1367701422417964,0.0028200089317672117,0.6600001053592808,0.9109999808337417,0.47100015848274274,1.03,1.0,1.0,1.0,0.5096586525494139,1.0,1.0,1.0,0.823917993279428,1.0,0.0,0.0,0.0,36,36,79,0.89,0.89,0.56,0.49072130246364803,0.4066323324889787,0.16380674386340233,10.150617043747243,0.5062018825128672,0.7478701260162551,0.14153277936122952,0.002443110012828995,0.0008490222511730593,0.0,45,0.8722,0.91,0.52,0.911,0.471,0.25,0.65,11.25,4.125,0.4766949152542373,0.17478813559322035,0.61576,0.5048199999999999,0.9253600000000001,1.78856,1.04675,0.8199499999999998,0.7429,2.8842,0.23115,0.1334,0.0046,1.9291800000000001,0.53406,1.32825,0.8359618905080353,0.4835072630924273,1.0768976048774241,0.9353520706139631,0.9588695224049457,0.8165105724645144,0.4819524197254002,2.9282064063738007,0.11514389768639278,0.6719003031419707,0.0012487441796918983,2.1607985348282117,0.7107741762964404,1.2659744700207005,68.44137931034483,0.7285338739800221,0.7285338739800221,0.7285338739800221,0.7285338739800221,0.7285338739800221,1.0,1.0,1.0,1.0,1.0,0.7285338739800221,0.7285338739800221,0.572896046609168,0.7285338739800221,0.1449309907390944,0.3101760871852066,0.04066323324889787,0.4099343033873579,0.00024974883593837966,0.00012487441796918983,0.00012487441796918983,0.7260875009866554,0.26431060080929697,0.0,0.0,0.0,0.0,1.3906948901986171,0.7
499309.0,Marc Guiu,Marc Guiu Paz,499309.0,3879488,,499309.0,d3d774cc,Marc Guiu,,Marc,Guiu Paz,Marc Guiu,178.0,4.0,4.7,8.0,8.0,Marc,Guiu,3.2,playing,4.0,True,Spain,Chelsea,Chelsea,Chelsea,CHE,CHE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.5102166268011893,0.4875398835667678,0.19025739458753718,1.2330127650875418,20.104272917012715,0.4158472426666623,0.0009402429650510982,0.17907328261292443,0.003690317922354097,0.6600015508407518,0.9109930212166176,0.4709855254863176,1.01,0.017526199248251342,0.017526199248251342,0.017526199248251342,0.006790294403300236,0.017526199248251342,0.0,0.0,0.013439588713887838,1.9824738007517486,0.0,0.0,0.0,36,1,1,0.0,0.0,0.0,0.4885041979812093,0.4836675227536726,0.1893001505031596,20.104272917012715,0.4158472426666623,1.2195899301972224,0.18478596468889272,0.004174152084709747,0.0010635173487161483,0.0,0,0.25,0.91,0.47,0.911,0.471,0.0,0.0,,,,,0.90216,0.7396199999999999,1.35576,2.7167999999999997,1.5899999999999999,0.68448,0.62016,2.40768,0.19296,0.11136,0.00384,2.9304,0.78246,1.1088,0.8930555198157615,0.43929351128367483,1.3463581330843615,1.3590572822248028,1.5825100499422713,0.6737032736389621,0.6103959533951887,2.372250966560485,0.18992196073132028,0.11208514532009647,0.0038012472245416828,2.964037525018376,0.7800964381969975,1.1021718500347604,60.0,0.010091868608936842,0.010091868608936842,0.010091868608936842,0.010091868608936842,0.010091868608936842,0.015744399195064755,0.015744399195064755,0.015744399195064755,0.015744399195064755,0.015744399195064755,0.010091868608936842,0.010091868608936842,0.006972768019297768,0.010091868608936842,0.14655125939436278,0.38391457089688025,0.04836675227536726,0.47887873539967585,0.0007602494449083366,0.0003801247224541683,0.0003801247224541683,1.2075147823734875,0.3176838560527395,0.32,0.03,0.01,0.0,2.849518731263137,0.7
